"Story","Title","Result","Date","Stability","Duration (s)"
"As a admin i want to see ticket of KA","as admin i want to see list of ticket ka","SUCCESS","2023-06-21T14:46:21.966+07:00[Asia/Bangkok]","0.0","12.37"
